﻿原文,译文
你可听说过海那边往西的那些岛屿？奥克尼群岛便是其中最北端的岛屿。许多北方人早已渡海而去，从当地部落手中夺取土地。,
她是个心地善良的姑娘——别看总是一副愤世嫉俗的样子，她关心别人远比自己表露出来的要多。,
{观察。},
不过是一时冲动罢了。,
更多的身影此刻浮现出来，从地底缓缓升起。它们耷拉着脑袋，双脚沉重地拖曳着，懒洋洋、漫无目的地从你身边飘离。,
凶手逃之夭夭了。,
我们必须去跟毛科林谈谈，孩子。,
求你了……给我个痛快吧。你想知道什么，我全告诉你。,
我……我真不明白。,
你[i]瞅见[/i]他那一身腱子肉了吗？你说他要是把我拎起来，能把我扔出去多远？改天咱得好好试试。,
跟我讲讲维冈德尔这个人。,
埃塞尔雷德能指望你伸出援手吗？,
这女人意志确实坚定，毋庸置疑。可我总觉得很难真正看透她。她显然有着极强的执念，但这一切，会不会只是某种扭曲的母性本能在作祟？,
{说明情况，征召一位善于游泳的志愿者。},
尽量[i]别[/i]让破绽漏得满地都是。,
保护我，孩子们！干掉那些外来者！,
我早就说了，我们当时在符文石那儿就该向[i]左[/i]拐，顺着湖的[i]北[/i]岸走！,
凯蒂尔凝视着你，仿佛你是他这辈子见过最不可思议的奇景。随即他又一把将你揽入怀中，又是一个湿漉漉的深吻。,
这把刀的刀主早已沉尸河底，刀却被牢牢锁在邓弗里斯。它或许带着诅咒，但确实是柄罕见的利刃。,
找阿斯特丽德交谈，结束这场战役。,
我发誓。一旦攻下珀斯，我必定派出十船战士前来助阵。,
如何？,
这是我的荣幸。,
这[i]活脱脱[/i]就是路西法的作风——假扮成那个昔日帝国前基督教神话里的某个角色，拿些胡编乱造的圣徒故事，将主的羊群引入歧途。,
他们穿的衣裳是什么颜色？,
好身手，艾菲！还真有几分胆色。,
不安如冬日的寒意，彻底攫住了她。,
两人握手为定，亚尔达尔片刻也未耽搁，转身便朝他的新家走去。,
那些族人压根没把你放在眼里，只顾着手忙脚乱地去抄家伙。,
你刚才叫我什么？,
是你父亲杀了我姐姐吗？,
你好啊。欢迎回来。,
不过说实话，我主要是靠刻符文过活。光靠当吟游诗人，日子可太难熬了。,
有时候，我们会帮忙给那些船引航至此……只可惜，现在蜡烛一根不剩了，呃-嘿。,
你们这些小鬼到底[i]什么[/i]来头？,
没出什么岔子吧？,
那个船首像，瞅着有点吓人，对不对？,
阿斯莱夫再一次后退，给你喘息之机，从他连绵的攻势中恢复过来。,
我屁都不欠你一个。,
这主意够阴。对付一帮醉醺醺的平民，还不是手到擒来。,
妈的！看那边！,
我的儿子们竟敢攻击你，已是愚不可及，而在盛宴上动手，更堪称懦夫。感谢你手下留情，没断了我家的香火。,
阿斯莱夫要跟我来一场生死决斗。你有什么法子能帮帮我吗？,
我真替你担心坏了……,
[玩家姓名]，这儿有桩麻烦事，恐怕得你来处理。,
那么，你会被当场定罪，就此正法。,
我会派我的学徒多带些人手，去把他们给拖回来。他们得为对我家埃雷斯犯下的事，付出代价。,
话一出口，她便突然难为情起来，声音低得成了嘟囔。她一边说着，一边用穿着凉鞋的脏脚丫在沙地上画着圈。,
要我去看看她吗？,
你怎么会当上修士的？,
那就铁板钉钉了！这小妮子分明就是瓦尔拉文。,
他轻轻敲着嘴唇，沉吟了片刻。,
我对他自然不会有半点轻视，但是记住，再刻苦的操练，也抵不过一次真刀真枪的实战。,
{给予10份回收物。} 铁匠，你要的材料我给你弄来了。,
说起来，今儿个天气可真不错，是吧？,
我是[Player:Name] [Player:Lastname]。见到您是我的荣幸。,
贡纳尔耸了耸肩，但你看得出，你的话让他很不痛快。,
趁你还有机会，赶紧放弃吧。,
是斯库勒干的？！那情况比我预想的还要糟。到底怎么回事？,
我真为你们俩高兴。说实话，你选了她，起初让我很惊讶，但现在我明白了，你们俩恰好是天作之合。她会好好待你的。,
可怜的阿斯莱弗。他确实做了一些糟糕的选择，但也不该落得如此下场。,
谢谢你，我一个人确实应付不了她。跟我来。,
我明白，我们的仪式在你看来或许既古怪又骇人。,
告诉那些吟游诗人，我可是走得[i]轰轰烈烈[/i]。,
遵命，伟大的雅尔。谨遵您的号令。,
陛下，那名德鲁伊和他的学徒都已遭高地人杀害。,
我绝不会这么做。,
可万一你被发现了呢？,
沿着竖井缓缓下移，你越往深处去，周遭就卡得越紧；幸而衣衫浸透了油脂，你终究还是挤了过去，并未费太大周折。,
我知道你行的，亲爱的，可那实在太耗时间了！要是咱们能重新自己种药草，那就省事多了。,
斯泰因默默盘算着战士、战船和兵刃的数目，一时间，他的眼神变得缥缈起来。,
快走开。,
太好了！我们一直盯着三个特定的目标。头一个，是南墙根下的一座小仓库，恰好就在国王大厅的正对过儿。,
他是被耶灵来的人杀害的。,
英吉马尔，你是如何认识我父亲的？,
哼！到头来，我们总在替别人打仗！,
那是自然。你若回心转意，我的剑随时听候差遣。,
别往心里去，朋友。,
{交出1000财物。},
我方才不过是想探探你的底细。如今摸清了，送你上路我倒也心安理得了些。,
你先搜罗出所有细小的物件——钱币、戒指、手镯——这些容易私藏。接着，再小心翼翼地施展巧计，把一些大件货色也悄悄藏入行装之中。,
[ObjectOfAffection:Name]牵过她的手，将嘴唇轻柔地覆上她的手背。,
我所求并非财宝。我唯一的目的，便是维系凡人与地底之民间的和睦。,
击败利奥弗里克和他的手下。,
其中一个劫掠者咕哝着应和了一声，余下的人也很快随声附和起来。,
这将是你这辈子犯下的最后一个错误。,
他举手示意，算是打了招呼。,
话落，克韦尔杜尔夫似是认定今日的活计已足，便开始了每夜必行的惯例：一丝不苟地将工具一一归还原位。,
她发出一声破碎的叹息。,
西格蒙德在酒桶前焦躁地踱来踱去，一双眼睛贪婪地紧盯着它们。察觉到你的到来，他猛地挺直腰杆，四肢却笨拙地晃荡着，竭力想摆出一副漫不经心的模样。,
一个小男孩正挥舞着一把钝刀，朝树干猛砍，那刀刃还在分秒不停地变得更钝。而他，似乎已全然沉浸在这场鏖战之中。,
这是我的荣幸，[Player:Name]。每一位君王都该拥有像您这般卓绝的盟友。,
此地精魂缄默。海面之上，我听闻的唯有狂风的怒号。然而……在那波涛之下，却另有一番光景。,
可话说回来，嘲弄敌人，恰是胜利带来的半数乐趣。,
那桩事交给我来办。,
不等他反应，你已拔刀出鞘，以一个迅捷无比的动作，捅进了这老族长的小腹。,
哦，不……[i]哦，不，不，不[/i]……求你了，若是你找到了我的凯尔特拉姆，求你千万饶他一命！,
格蕾妮发出一声断断续续的叹息，任由脑袋疲倦地向后一仰，枕在了冰冷的洞穴地面上。,
我要你替我把它带来。你既已成为圣雷穆斯手中的一件利器，那便务必要让众人亲眼目睹，是你将那面旗帜带给了我。,
我们这就要去踏平营地了。快走吧，你自由了。,
你居然还活着！,
她沉重地点了点头。,
嗨，方才可真是丢人现眼……,
那一串胡拼乱凑的尊号实在怪诞不堪，让你不得不花片刻功夫才解其意。而那名商人始终谦卑地低着头，直到你开口说话。,
西格丽德和克韦尔杜尔夫正在路标处等你。,
那匪首陷入恐慌，拔出了兵刃，麾下同伙也纷纷亮出了家伙。,
她轻蔑地一笑。,
你[i]竟敢[/i]这般口出狂言？！我乃诺森布里亚的国王！,
你放开了那女孩，她跌跌撞撞地跑开，转瞬便爆发出撕心裂肺的抽泣。一切很快便归于沉寂，众人又各自忙活起手头的差事来。,
趁那战士还来不及反应，只是畏缩退避，你已一刀将撒克逊刀捅穿他的喉咙。你把奄奄一息的守卫放倒在地，两个俘虏不禁倒抽一口凉气——鲜血嘶嘶地从他嘴里涌出，他咕噜咕噜地咽着气，双眼死死盯着你，眼神中满是茫然与恐惧。,
奈芙娅的妹妹艾芙拉病得很重。没有新药，她恐怕熬不过这个冬天。,
你与你的人作战勇猛，可根本不是贡纳尔和他那伙劫掠者的对手。你躺在烂泥之中，天旋地转，仿佛身在狂风暴雨的海上，那巨人便赫然耸立在你上方。,
我知道。她叫[Shipname]。,
那修士显然是打定主意，把你丢给别人去对付。,
海洋的召唤,
宴客大厅前的雪地被农夫们的鲜血染得通红，你的宾客肃穆地观望着这一切。倘若之前还有人对你的决心有所怀疑，如今他们都领教了你的手段。,
三个男人守着摊位。两个在码货，第三个正在跟湾里某条船的领主讨价还价。你刚一走上前，他们便停下了交涉。,
还不行。,
诺森布里亚与皮克特之间的冲突已暗中酝酿多年。有了你的帮助，这冲突很快就要沸腾起来了。,
那就这么说定了。走。,
你要把埃尔林格的家产分给他们？你觉得就[i]这帮[/i]无赖，能打理好一个农场？,
听你这么说我就放心了。我正拔鸡毛准备晚饭呢，想赶在天黑前弄完。既然不是为母猪的事，那这次登门所为何事？,
{把他们抓回去。} 斯凯恩建设需要奴仆。把他们捆起来带回去。,
这是我的荣幸，雅尔。,
去给我们找吃的，因为我们饿坏了。吃的是弄到了，可……可我一直替他怕得要死。,
你看到是谁留下那些首饰的吗？,
这么说，想必你懂得怎么使那把[Player:weapon]了。,
他多半是想买个船位南行，去麦西亚或更远的地方。这东西也许能跟斯卡伯勒的船夫们讨价还价。,
一派胡言。我们绝没干过那种事。,
{拔出撒克逊刀。} 我倒有个还价的提议。,
我们必须救那孩子。他年纪比索尔凯尔还小！,
你走近时，英吉马尔又挂上了从前那副笑脸，不过这回看着有些僵硬。,
我们抓住他了！总算结束了！,
看得出你随身带着上好的精钢武器，但我希望这把对你仍有价值——这是我们铁匠所能打出的最好的剑。,
快跑去找你哥哥，孩子。叫他带上斧子，再叫几个帮手来。,
全日德兰半岛最公道的价钱！,
沙滩花,
那就永远别来。我没空。,
我明白了。你无需向我解释——是我追问得太冒昧，向你道歉。,
{攻击他们。},
你都卖些什么？,
一丝忧虑掠过瓦达的脸庞，但转瞬便被老练的外交笑容掩盖过去。,
也祝你们平安。要是你们再跟那邪教打交道，请务必——多加小心。,
恕我直言……滚开，陌生人。,
保重，斯坦恩。,
{撒谎。} 我们找不到他。,
你能描述一下那女人长什么样吗？,
好吧，我帮你。,
我叫[Player:Name]，是这座村子的领主。,
有闯入者！我们遭袭了！,
我就是找不到那该死的钥匙孔，可我知道它就在那儿！[i]肯定[/i]在。她不会……不会骗我的。,
{找找有没有发霉的地方。},
国王一个响指，召来一名侍卫听令，接着朝康纳尔的方向点头示意，手一挥指向门口。他的对手随即被人架起肩膀，拖出门去，直面他将至的命运。,
